Unnamed: 0,Title,Poem,Poet,Tags,Primary_Tag,Random_Tag
4,"
                    Life after Death
                ","
What I envy in the open eyes
of the dead deer hanging down
from the rafters, its eyes
still wet and glassy, but locked now
into a vision of another life,
is the way it seems to be
staring at the moment when
it died. The blue light
falling through the window
into this smoke-filled room
is the same color as the mist
coming down off the mountain
that morning: the deer sees
men with guns
but also sees, beyond them,
the endless mountains.
",Richard Jones,"Living,Death,Nature,Animals,Religion,The Spiritual",Living,Religion
21,"
                    The Imagined Copperhead
                ","
Without intending to hide, the imagined copperhead hid on the path ahead, unseen on bronze leaves, unheard, and a mortal likelihood   at every step. This was childhood, mine, the wood’s jihad    against a boy who’d intruded among monkshood, wasp, tick, and nettles haired with needles. Scrub brush abhorred him with a horde of  welts, bites, and stings, but he’d never seen a copperhead, though he’d looked hard taking, as he’d been ordered, heed. The snake wasn’t a falsehood, though, to him. Dread was his nature, and he hared through sunlight and shade, head swiveling for the copperhead he’d begun to covet, the ballyhooed killer a camouflaged godhead on which his inborn faith cohered, and his priesthood.
",Andrew Hudgins,"Living,Religion,Philosophy,Social Commentaries",Living,Religion
117,"
                    Agape
                ","
The night you died, I dreamed you came to campto hear confession from an Eagle Scouttortured by forty years of sin and doubt.You whispered vespers by a hissing lamp.Handlers, allowing you to hike with me,followed us to the Bad Axe waterfrontdown a ﬁrebreak this camper used to hunt.Through all I said you suffered silently.I blamed the authors of my unbelief:St. Paul, who would have deemed my love obscene,the Jesuit who raped me as a teen,the altar boy when I was six, the griefof a child chucked from Eden, left for deadby Peter’s Church and all the choirs above.In a thick Polish accent choked with love,",Timothy Murphy,"Religion,Christianity,Faith & Doubt",Religion,Religion
124,"
                    The Quip
                ","
The merry World did on a dayWith his train-bands and mates agreeTo meet together where I lay,And all in sport to jeer at me.
 First Beauty crept into a rose,Which when I pluck'd not, ""Sir,"" said she,""Tell me, I pray, whose hands are those?""But Thou shalt answer, Lord, for me.
 Then Money came, and chinking still,""What tune is this, poor man?"" said he;""I heard in music you had skill:""But Thou shalt answer, Lord, for me.
 Then came brave Glory puffing byIn silks that whistled, who but he?He scarce allow'd me half an eye:But Thou shalt answer, Lord, for me.
 Then came quick Wit and Conversation,And he would needs a comfort be,And, to be short, make an oration:But Thou shalt answer, Lord, for me.
 Yet when the hour of Thy designTo answer these fine things shall come,Speak not at large, say, I am Thine;And then they have their answer home.
",George Herbert,"Religion,Christianity,Faith & Doubt,God & the Divine",Religion,Religion
53,"
                    Full Immersion
                ","
At the age of nine, Pa drove me
to the river. The pastor & deacons
awaited. I donned a white robe,
transparent, self-conscious 
of my fresh nubs.
Father Jonas reached beneath me,
placed a hand over my nose & mouth.
I resisted.
He pushed me hard until my feet released
& rose to the surface, like a corpse.
I cried afterward, cold & clammy,
wet hair plaited back.
All the men thought I was full 
of the Holy Ghost.
 
",Valerie Wetlaufer,"Religion,Christianity,Faith & Doubt",Religion,Religion
107,"
Paradise Regain'd: Book 3 (1671 version)
                ","
SO spake the Son of God, and Satan stood A while as mute confounded what to say, What to reply, confuted and convinc't Of his weak arguing, and fallacious drift; At length collecting all his Serpent wiles, With soothing words renew'd, him thus accosts.    I see thou know'st what is of use to know, What best to say canst say, to do canst do; Thy actions to thy words accord, thy words To thy large heart give utterance due, thy heart Conteins of good, wise, just, the perfect shape. Should Kings and Nations from thy mouth consult, Thy Counsel would be as the Oracle Urim and Thummim, those oraculous gems On Aaron's breast: or tongue of Seers old Infallible; or wert thou sought to deeds That might require th' array of war, thy skill Of conduct would be such, that all the world Could not sustain thy Prowess, or subsist In battel, though against thy few in arms. These God-like Vertues wherefore dost thou hide? Affecting private life, or more obscure In savage Wilderness, wherefore deprive All Earth her wonder at thy acts, thy self The fame and glory, glory the reward That sole excites to high attempts the flame Of most erected Spirits, most temper'd pure Ætherial, who all pleasures else despise, All treasures and all gain esteem as dross, And dignities and powers all but the highest? Thy years are ripe, and over-ripe, the Son Of Macedonian Philip had e're these Won Asia and the Throne of Cyrus held At his dispose, young Scipio had brought down The Carthaginian pride, young Pompey quell'd The Pontic King and in triumph had rode. Yet years, and to ripe years judgment mature, Quench not the thirst of glory, but augment. Great Julius, whom now all the world admires The more he grew in years, the more inflam'd With glory, wept that he had liv'd so long Inglorious: but thou yet art not too late.    To whom our Saviour calmly thus reply'd. Thou neither dost perswade me to seek wealth For Empires sake, nor Empire to affect For glories sake by all thy argument. For what is glory but the blaze of fame, The peoples praise, if always praise unmixt? And what the people but a herd confus'd, A miscellaneous rabble, who extol Things vulgar, & well weigh'd, scarce worth the praise, They praise and they admire they know not what; And know not whom, but as one leads the other; And what delight to be by such extoll'd, To live upon thir tongues and be thir talk, Of whom to be disprais'd were no small praise? His lot who dares be singularly good. Th' intelligent among them and the wise Are few, and glory scarce of few is rais'd. This is true glory and renown, when God Looking on the Earth, with approbation marks The just man, and divulges him through Heaven To all his Angels, who with true applause Recount his praises; thus he did to Job, When to extend his fame through Heaven & Earth, As thou to thy reproach mayst well remember, He ask'd thee, hast thou seen my servant Job? Famous he was in Heaven, on Earth less known; Where glory is false glory, attributed To things not glorious, men not worthy of fame. They err who count it glorious to subdue By Conquest far and wide, to over-run Large Countries, and in field great Battels win, Great Cities by assault: what do these Worthies, But rob and spoil, burn, slaughter, and enslave Peaceable Nations, neighbouring, or remote, Made Captive, yet deserving freedom more Then those thir Conquerours, who leave behind Nothing but ruin wheresoe're they rove, And all the flourishing works of peace destroy, Then swell with pride, and must be titl'd Gods, Great Benefactors of mankind, Deliverers, Worship't with Temple, Priest and Sacrifice; One is the Son of Jove, of Mars the other, Till Conquerour Death discover them scarce men, Rowling in brutish vices, and deform'd, Violent or shameful death thir due reward. But if there be in glory aught of good, It may by means far different be attain'd Without ambition, war, or violence; By deeds of peace, by wisdom eminent, By patience, temperance; I mention still Him whom thy wrongs with Saintly patience born, Made famous in a Land and times obscure; Who names not now with honour patient Job? Poor Socrates (who next more memorable?) By what he taught and suffer'd for so doing, For truths sake suffering death unjust, lives now Equal in fame to proudest Conquerours. Yet if for fame and glory aught be done, Aught suffer'd; if young African for fame His wasted Country freed from Punic rage, The deed becomes unprais'd, the man at least, And loses, though but verbal, his reward. Shall I seek glory then, as vain men seek Oft not deserv'd?   I seek not mine, but his Who sent me, and thereby witness whence I am.    To whom the Tempter murmuring thus reply'd. Think not so slight of glory; therein least Resembling thy great Father: he seeks glory, And for his glory all things made, all things Orders and governs, nor content in Heaven By all his Angels glorifi'd, requires Glory from men, from all men good or bad, Wise or unwise, no difference, no exemption; Above all Sacrifice, or hallow'd gift Glory he requires, and glory he receives Promiscuous from all Nations, Jew, or Greek, Or Barbarous, nor exception hath declar'd; From us his foes pronounc't glory he exacts.    To whom our Saviour fervently reply'd. And reason; since his word all things produc'd, Though chiefly not for glory as prime end, But to shew forth his goodness, and impart His good communicable to every soul Freely; of whom what could he less expect Then glory and benediction, that is thanks, The slightest, easiest, readiest recompence From them who could return him nothing else, And not returning that would likeliest render Contempt instead, dishonour, obloquy? Hard recompence, unsutable return For so much good, so much beneficence. But why should man seek glory? who of his own Hath nothing, and to whom nothing belongs But condemnation, ignominy, and shame? Who for so many benefits receiv'd Turn'd recreant to God, ingrate and false, And so of all true good himself despoil'd, Yet, sacrilegious, to himself would take That which to God alone of right belongs; Yet so much bounty is in God, such grace, That who advance his glory, not thir own, Them he himself to glory will advance.    So spake the Son of God; and here again Satan had not to answer, but stood struck With guilt of his own sin, for he himself Insatiable of glory had lost all, Yet of another Plea bethought him soon.    Of glory as thou wilt, said he, so deem, Worth or not worth the seeking, let it pass: But to a Kingdom thou art born, ordain'd To sit upon thy Father David's Throne; By Mothers side thy Father, though thy right Be now in powerful hands, that will not part Easily from possession won with arms; Judæa now and all the promis'd land Reduc't a Province under Roman yoke, Obeys Tiberius; nor is always rul'd With temperate sway; oft have they violated The Temple, oft the Law with foul affronts, Abominations rather, as did once Antiochus: and think'st thou to regain Thy right by sitting still or thus retiring? So did not Machabeus: he indeed Retir'd unto the Desert, but with arms; And o're a mighty King so oft prevail'd, That by strong hand his Family obtain'd, Though Priests, the Crown, and David's Throne usurp'd, With Modin and her Suburbs once content. If Kingdom move thee not, let move thee Zeal, And Duty; Zeal and Duty are not slow; But on Occasions forelock watchful wait. They themselves rather are occasion best, Zeal of thy Fathers house, Duty to free Thy Country from her Heathen servitude; So shalt thou best fullfil, best verifie The Prophets old, who sung thy endless raign, The happier raign the sooner it begins, Raign then; what canst thou better do the while?    To whom our Saviour answer thus return'd. All things are best fullfil'd in their due time, And time there is for all things, Truth hath said: If of my raign Prophetic Writ hath told, That it shall never end, so when begin The Father in his purpose hath decreed, He in whose hand all times and seasons roul. What if he hath decreed that I shall first Be try'd in humble state, and things adverse, By tribulations, injuries, insults, Contempts, and scorns, and snares, and violence, Suffering, abstaining, quietly expecting Without distrust or doubt, that he may know What I can suffer, how obey? who best Can suffer, best can do; best reign, who first Well hath obey'd; just tryal e're I merit My exaltation without change or end. But what concerns it thee when I begin My everlasting Kingdom, why art thou Sollicitous, what moves thy inquisition? Know'st thou not that my rising is thy fall, And my promotion will be thy destruction?    To whom the Tempter inly rackt reply'd. Let that come when it comes; all hope is lost Of my reception into grace; what worse? For where no hope is left, is left no fear; If there be worse, the expectation more Of worse torments me then the feeling can. I would be at the worst; worst is my Port, My harbour and my ultimate repose, The end I would attain, my final good. My error was my error and my crime My crime; whatever for it self condemn'd, And will alike be punish'd; whether thou Raign or raign not; though to that gentle brow Willingly I could flye, and hope thy raign, From that placid aspect and meek regard, Rather then aggravate my evil state, Would stand between me and thy Fathers ire, (Whose ire I dread more then the fire of Hell) A shelter and a kind of shading cool Interposition, as a summers cloud. If I then to the worst that can be hast, Why move thy feet so slow to what is best, Happiest both to thy self and all the world, That thou who worthiest art should'st be thir King? Perhaps thou linger'st in deep thoughts detain'd Of the enterprize so hazardous and high; No wonder, for though in thee be united What of perfection can in man be found, Or human nature can receive, consider Thy life hath yet been private, most part spent At home, scarce view'd the Gallilean Towns, And once a year Jerusalem, few days Short sojourn; and what thence could'st thou observe? The world thou hast not seen, much less her glory, Empires, and Monarchs, and thir radiant Courts, Best school of best experience, quickest in sight In all things that to greatest actions lead. The wisest, unexperienc't, will be ever Timorous and loth, with novice modesty, (As he who seeking Asses found a Kingdom) Irresolute, unhardy, unadventrous: But I will bring thee where thou soon shalt quit Those rudiments, and see before thine eyes The Monarchies of the Earth, thir pomp and state, Sufficient introduction to inform Thee, of thy self so apt, in regal Arts, And regal Mysteries; that thou may'st know How best their opposition to withstand.    With that (such power was giv'n him then) he took The Son of God up to a Mountain high. It was a Mountain at whose verdant feet A spatious plain out stretch't in circuit wide Lay pleasant; from his side two rivers flow'd, Th' one winding, the other strait and left between Fair Champain with less rivers interveind, Then meeting joyn'd thir tribute to the Sea: Fertil of corn the glebe, of oyl and wine, With herds the pastures throng'd, with flocks the hills, Huge Cities and high towr'd, that well might seem The seats of mightiest Monarchs, and so large The Prospect was, that here and there was room For barren desert fountainless and dry. To this high mountain top the Tempter brought Our Saviour, and new train of words began.    Well have we speeded, and o're hill and dale, Forest and field, and flood, Temples and Towers Cut shorter many a league; here thou behold'st Assyria and her Empires antient bounds, Araxes and the Caspian lake, thence on As far as Indus East, Euphrates West, And oft beyond; to South the Persian Bay, And inaccessible the Arabian drouth: Here Ninevee, of length within her wall Several days journey, built by Ninus old, Of that first golden Monarchy the seat, And seat of Salmanassar, whose success Israel in long captivity still mourns; There Babylon the wonder of all tongues, As antient, but rebuilt by him who twice Judah and all thy Father David's house Led captive, and Jerusalem laid waste, Till Cyrus set them free; Persepolis His City there thou seest, and Bactra there; Ecbatana her structure vast there shews, And Hecatompylos her hunderd gates, There Susa by Choaspes, amber stream, The drink of none but Kings; of later fame Built by Emathian, or by Parthian hands, The great Seleucia, Nisibis, and there Artaxata, Teredon, Tesiphon, Turning with easie eye thou may'st behold. All these the Parthian, now some Ages past, By great Arsaces led, who founded first That Empire, under his dominion holds From the luxurious Kings of Antioch won. And just in time thou com'st to have a view Of his great power; for now the Parthian King In Ctesiphon hath gather'd all his Host Against the Scythian, whose incursions wild Have wasted Sogdiana; to her aid He marches now in hast; see, though from far, His thousands, in what martial equipage They issue forth, Steel Bows, and Shafts their arms Of equal dread in flight, or in pursuit; All Horsemen, in which fight they most excel; See how in warlike muster they appear, In Rhombs and wedges, and half moons, and wings.    He look't and saw what numbers numberless The City gates out powr'd, light armed Troops In coats of Mail and military pride; In Mail thir horses clad, yet fleet and strong, Prauncing their riders bore, the flower and choice Of many Provinces from bound to bound; From Arachosia, from Candaor East, And Margiana to the Hyrcanian cliffs Of Caucasus, and dark Iberian dales, From Atropatia and the neighbouring plains Of Adiabene, Media, and the South Of Susiana to Balsara's hav'n. He saw them in thir forms of battell rang'd, How quick they wheel'd, and flying behind them shot Sharp sleet of arrowie showers against the face Of thir pursuers, and overcame by flight; The field all iron cast a gleaming brown, Nor wanted clouds of foot, nor on each horn, Cuirassiers all in steel for standing fight; Chariots or Elephants endorst with Towers Of Archers, nor of labouring Pioners A multitude with Spades and Axes arm'd To lay hills plain, fell woods, or valleys fill, Or where plain was raise hill, or over-lay With bridges rivers proud, as with a yoke; Mules after these, Camels and Dromedaries, And Waggons fraught with Utensils of war. Such forces met not, nor so wide a camp, When Agrican with all his Northern powers Besieg'd Albracca, as Romances tell; The City of Gallaphrone, from thence to win The fairest of her Sex Angelica His daughter, sought by many Prowest Knights, Both Paynim, and the Peers of Charlemane. Such and so numerous was thir Chivalrie; At sight whereof the Fiend yet more presum'd, And to our Saviour thus his words renew'd.    That thou may'st know I seek not to engage Thy Vertue, and not every way secure On no slight grounds thy safety; hear, and mark To what end I have brought thee hither and shewn All this fair sight; thy Kingdom though foretold By Prophet or by Angel, unless thou Endeavour, as thy Father David did, Thou never shalt obtain; prediction still In all things, and all men, supposes means, Without means us'd, what it predicts revokes. But say thou wer't possess'd of David's Throne By free consent of all, none opposite, Samaritan or Jew; how could'st thou hope Long to enjoy it quiet and secure, Between two such enclosing enemies Roman and Parthian? therefore one of these Thou must make sure thy own, the Parthian first By my advice, as nearer and of late Found able by invasion to annoy Thy country, and captive lead away her Kings Antigonus, and old Hyrcanus bound, Maugre the Roman: it shall be my task To render thee the Parthian at dispose; Chuse which thou wilt by conquest or by league. By him thou shalt regain, without him not, That which alone can truly reinstall thee In David's royal seat, his true Successour, Deliverance of thy brethren, those ten Tribes Whose off-spring in his Territory yet serve In Habor, and among the Medes dispers't, Ten Sons of Jacob, two of Joseph lost Thus long from Israel; serving as of old Thir Fathers in the land of Egypt serv'd, This offer sets before thee to deliver. These if from servitude thou shalt restore To thir inheritance, then, nor till then, Thou on the Throne of David in full glory, From Egypt to Euphrates and beyond Shalt raign, and Rome or Caesar not need fear.    To whom our Saviour answer'd thus unmov'd. Much ostentation vain of fleshly arm, And fragile arms, much instrument of war Long in preparing, soon to nothing brought, Before mine eyes thou hast set; and in my ear Vented much policy, and projects deep Of enemies, of aids, battels and leagues, Plausible to the world, to me worth naught. Means I must use thou say'st, prediction else Will unpredict and fail me of the Throne: My time I told thee, (and that time for thee Were better farthest off) is not yet come,; When that comes think not thou to find me slack On my part aught endeavouring, or to need Thy politic maxims, or that cumbersome Luggage of war there shewn me, argument Of human weakness rather then of strength. My brethren, as thou call'st them; those Ten Tribes I must deliver, if I mean to raign David's true heir, and his full Scepter sway To just extent over all Israel's Sons; But whence to thee this zeal, where was it then For Israel, or for David, or his Throne, When thou stood'st up his Tempter to the pride Of numbring Israel, which cost the lives Of threescore and ten thousand Israelites By three days Pestilence? such was thy zeal To Israel then, the same that now to me. As for those captive Tribes, themselves were they Who wrought their own captivity, fell off From God to worship Calves, the Deities Of Egypt, Baal next and Ashtaroth, And all the Idolatries of Heathen round, Besides thir other worse then heathenish crimes; Nor in the land of their captivity Humbled themselves, or penitent besought The God of their fore-fathers; but so dy'd Impenitent, and left a race behind Like to themselves, distinguishable scarce From Gentils, but by Circumcision vain, And God with Idols in their worship joyn'd. Should I of these the liberty regard, Who freed, as to their antient Patrimony, Unhumbl'd, unrepentant, unreform'd, Headlong would follow; and to thir Gods perhaps Of Bethel and of Dan? no, let them serve Thir enemies, who serve Idols with God. Yet he at length, time to himself best known, Remembring Abraham by some wond'rous call May bring them back repentant and sincere, And at their passing cleave the Assyrian flood, While to their native land with joy they hast, As the Red Sea and Jordan once he cleft, When to the promis'd land thir Fathers pass'd; To his due time and providence I leave them.    So spake Israel's true King, and to the Fiend Made answer meet, that made void all his wiles. So fares it when with truth falshood contends.
",John Milton,"Religion,Christianity,God & the Divine",Religion,Religion
151,"
                    Psalm 114
                ","



Miracles Attending Israel’s Journey



When Isr’el, freed from Pharaoh’s hand, Left the proud tyrant and his land, The tribes with cheerful homage own Their king; and Judah was his throne. Across the deep their journey lay; The deep divides to make them way. Jordan beheld their march, and led, With backward current, to his head. The mountains shook like frighted sheep, Like lambs the little hillocks leap; Not Sinai on her base could stand, Conscious of sov’reign pow’r at hand. What pow’r could make the deep divide? Make Jordan backward roll his tide? Why did ye leap, ye little hills? And whence the fright that Sinai feels? Let ev’ry mountain, ev’ry flood, Retire and know th’ approaching God, The King of Isr’el: see him here! Tremble, thou earth, adore and fear. He thunders, and all nature mourns; The rock to standing pools he turns, Flints spring with fountains at his word, And fires and seas confess the Lord.
",Isaac Watts,"Religion,Christianity,God & the Divine",Religion,Religion
178,"
                    Morning Prayer with Rat King
                ","
gravity accounts for the distance between weightand mass it can also mean alarming importance      human
bones are so full of gravity it’s hard for us toswim I lost my glasses chasing a branch in the ocean
which is far too deep to dredge      sometimesI imagine the sea’s made of actualtears this would explain the salt      think of allthe disconsolate toddlers weeping right now intothe earth the tears must go somewhere      it’s importantto consider everything to name what we’re able      oceans
give us rain but we don’t call rain ocean      knot a dozenrats together by the tail and you’ve got a roi de rats
which is harder than rain to hear in the night andfar less welcome       who mourns a rat king
frustrated chthonic always the biter never the bittenthey give us the evil we need to stay moored togood still I would break any promise to avoid findingone       O Terrible God of the Mechanical Age I amyour favorite pilgrim yet even I am finding it impossibleto speak to you now without asking for protection
",Kaveh Akbar,"Nature,Animals,Religion,God & the Divine,The Spiritual",Nature,Religion
25,"
                    Luminous Great Mass
                ","
Holy Trinity Airship
billows a
chrys-
elephantine
cave Louis Sullivan, Arch-
itect, lord master,
conceived of
in the hollow of power.
He swells.
I am his balloonist
balancing an azimuth
as earth-apse I
orbit, robed in
hot gas & leather
fastened by a yolk-stalk
of gravity to gold-
end onions nozzling heavens
whose suns are stomachs
with churches in their navels.
Each we are priests
as aeronauts at the vestibules,
& enter the cavity:
space, self, organ; celest-
ial nave
bellies
stars sailors name saints
and adore—
their egress is bitter
weeping, their praise pure
Russian form:
a cathedral,
my inner orrery.
",Peter O’Leary,"Religion,Christianity,Architecture & Design,Cities & Urban Life",Religion,Religion
130,"
                    I Don’t Buy It
                ","
I don’t buy it, saysthe scientist.Replies the frailand faithful heart,it’s not for sale.
",Wendy Videlock,"Living,Life Choices,The Mind,Religion,Faith & Doubt,Arts & Sciences,Sciences",Living,Religion
6,"
                    The Future
                ","
A wanderer is man from his birth.He was born in a shipOn the breast of the river of Time;Brimming with wonder and joyHe spreads out his arms to the light,Rivets his gaze on the banks of the stream.As what he sees is, so have his thoughts been.Whether he wakes,Where the snowy mountainous pass,Echoing the screams of the eagles,Hems in its gorges the bedOf the new-born clear-flowing stream;Whether he first sees lightWhere the river in gleaming ringsSluggishly winds through the plain;Whether in sound of the swallowing sea—As is the world on the banks,So is the mind of the man.
    Vainly does each, as he glides,Fable and dreamOf the lands which the river of TimeHad left ere he woke on its breast,Or shall reach when his eyes have been closed.Only the tract where he sailsHe wots of; only the thoughts,Raised by the objects he passes, are his.Who can see the green earth any moreAs she was by the sources of Time?Who imagines her fields as they layIn the sunshine, unworn by the plough?Who thinks as they thought,The tribes who then roam'd on her breast,Her vigorous, primitive sons?What girlNow reads in her bosom as clearAs Rebekah read, when she sateAt eve by the palm-shaded well?Who guards in her breastAs deep, as pellucid a springOf feeling, as tranquil, as sure?
    What bard,At the height of his vision, can deemOf God, of the world, of the soul,With a plainness as near,As flashing as Moses feltWhen he lay in the night by his flockOn the starlit Arabian waste?Can rise and obeyThe beck of the Spirit like him?This tract which the river of TimeNow flows through with us, is the plain.Gone is the calm of its earlier shore.Border'd by cities and hoarseWith a thousand cries is its stream.And we on its breast, our mindsAre confused as the cries which we hear,Changing and shot as the sights which we see.And we say that repose has fledFor ever the course of the river of Time.That cities will crowd to its edgeIn a blacker, incessanter line;That the din will be more on its banks,Denser the trade on its stream,Flatter the plain where it flows,Fiercer the sun overhead.That never will those on its breastSee an ennobling sight,Drink of the feeling of quiet again.But what was before us we know not,And we know not what shall succeed.Haply, the river of Time—As it grows, as the towns on its margeFling their wavering lightsOn a wider, statelier stream—May acquire, if not the calmOf its early mountainous shore,Yet a solemn peace of its own.And the width of the waters, the hushOf the grey expanse where he floats,Freshening its current and spotted with foamAs it draws to the Ocean, may strikePeace to the soul of the man on its breast—As the pale waste widens around him,As the banks fade dimmer away,As the stars come out, and the night-windBrings up the streamMurmurs and scents of the infinite sea.
",Matthew Arnold,"Living,Time & Brevity,Nature,Landscapes & Pastorals,Seas, Rivers, & Streams,Religion,Christianity",Living,Religion
165,"
                    Realism
                ","
The smashed weirdness of the raving cadenzas of God
Takes over all of a sudden
In our time. It speaks through the voices of talk show moderators.
It tells us in a ringing anthem, like heavenly hosts uplifted,
That the rhapsody of the pastoral is out to lunch.
We can take it from there.
We can take it to Easy Street.
But when things get tough on Easy Street
What then? Is it time for realism?
And who are these guys on the bus
Who glide in golden hats past us
On their way to Kansas City?
",Tom Clark,"Nature,Landscapes & Pastorals,Religion,God & the Divine",Nature,Religion
113,"
                    Saints’ Logic
                ","
Love the drill, confound the dentist.
Love the fever that carries me home.
Meat of exile. Salt of grief.
This much, indifferent
affliction might yield. But how
when the table is God’s own board
and grace must be said in company?
If hatred were honey, as even
the psalmist persuaded himself,
then Agatha might be holding
her breasts on the plate for reproach.
The plate is decidedly
ornamental, and who shall say that pity’s
not, at this remove? Her gown
would be stiff with embroidery whatever
the shape of the body beneath.
Perhaps in heaven God can’t hide
his face. So the wounded
are given these gowns to wear
and duties that teach them the leverage
of pain. Agatha listens with special
regard to the barren, the dry,
to those with tumors where milk
should be, to those who nurse
for hire. Let me swell,
let me not swell. Remember the child,
how its fingers go blind as it sucks.
Bartholomew, flayed, intervenes
for the tanners. Catherine for millers,
whose wheels are of stone. Sebastian
protects the arrowsmiths, and John
the chandlers, because he was boiled
in oil. We borrow our light
where we can, here’s begging the pardon
of tallow and wick. And if, as we’ve tried
to extract from the prospect, we’ll each
have a sign to be known by at last—
a knife, a floursack, a hammer, a pot—
the saints can stay,
the earth won’t entirely have given us up.
",Linda Gregerson,"Religion,Christianity",Religion,Religion
17,"
                    Adam's Prayer
                ","
In the sweat of thy face shalt thou eat bread: you put this rather beautifully, and gave me leave to sing my work until my work became the song. In sorrow shalt thou eat of it: a line on which a man might ring the changes as he tills the ground from which he was taken. Thistle, thorn (in the which is the fruit of a tree yielding seed), these too shall it bring forth to thee, all the days of thy life till the end, the synagogue of the ear of corn. Poem and plowman cleave the dark. One can't eat art. But dust is art, and unto dust shall I return. O let my song become my work.
",Amanda Jernigan,"Activities,Jobs & Working,Religion,Christianity",Activities,Religion
148,"
                    Heaven
                ","
He thinks when we die we’ll go to China.
Think of it—a Chinese heaven   
where, except for his blond hair,   
the part that belongs to his father,   
everyone will look like him.
China, that blue flower on the map,   
bluer than the sea
his hand must span like a bridge   
to reach it.
An octave away.
I’ve never seen it.
It’s as if I can’t sing that far.
But look—
on the map, this black dot.
Here is where we live,
on the pancake plains
just east of the Rockies,
on the other side of the clouds.
A mile above the sea,
the air is so thin, you can starve on it.   
No bamboo trees
but the alpine equivalent,
reedy aspen with light, fluttering leaves.   
Did a boy in Guangzhou dream of this   
as his last stop?
I’ve heard the trains at night
whistling past our yards,
what we’ve come to own,
the broken fences, the whiny dog, the rattletrap cars.   
It’s still the wild west,
mean and grubby,
the shootouts and fistfights in the back alley.   
With my son the dreamer
and my daughter, who is too young to walk,   
I’ve sat in this spot
and wondered why here?
Why in this short life,
this town, this creek they call a river?
He had never planned to stay,   
the boy who helped to build   
the railroads for a dollar a day.   
He had always meant to go back.   
When did he finally know
that each mile of track led him further away,   
that he would die in his sleep,   
dispossessed,
having seen Gold Mountain,
the icy wind tunneling through it,
these landlocked, makeshift ghost towns?
It must be in the blood,   
this notion of returning.
It skipped two generations, lay fallow,
the garden an unmarked grave.
On a spring sweater day   
it’s as if we remember him.   
I call to the children.   
We can see the mountains   
shimmering blue above the air.
If you look really hard
says my son the dreamer,
leaning out from the laundry’s rigging,   
the work shirts fluttering like sails,   
you can see all the way to heaven.
",Cathy Song,"Living,Death,Parenthood,Activities,Jobs & Working,Travels & Journeys,Relationships,Family & Ancestors,Home Life,Religion,Philosophy,Social Commentaries,History & Politics",Living,Religion
47,"
                    The Preacher Addresses the Seminarians
                ","
I tell you it's a bitch existence some Sundays
and it's no good pretending you don't have to pretend,
don't have to hitch up those gluefutured nags Hope and Help
and whip the sorry chariot of yourself
toward whatever hell your heaven is on days like these.
I tell you it takes some hunger heaven itself won't slake
to be so twitchingly intent on the pretty organist's pedaling,
so lizardly alert to the curvelessness of her choir robe.
Here it comes, brothers and sisters, the confession of sins,
hominy hominy, dipstick doxology, one more churchcurdled hymn
we don't so much sing as haunt: grounded altos, gear-grinding tenors,
two score and ten gently bewildered men lip-synching along.
You're up, Pastor. Bring on the unthunder. Some trickle-piss tangent
to reality. Some bit of the Gospel grueling out of you.
I tell you sometimes mercy means nothing
but release from this homiletic hologram, a little fleshstep
sideways, as it were, setting passion on autopilot (as if it weren't!)
to gaze out in peace at your peaceless parishioners:
boozeglazes and facelifts, bad mortgages, bored marriages,
a masonry of faces at once specific and generic,
and here and there that rapt famished look that leaps
from person to person, year to year, like a holy flu.
All these little crevices into which you've crawled
like a chubby plumber with useless tools:
Here, have a verse for your wife's death.
Here, have a death for your life's curse.
I tell you some Sundays even the children's sermon
— maybe especially this — sharks your gut
like a bite of tin some beer-guzzling goat
either drunkenly or mistakenly decides to sample.
I know what you're thinking. Christ's in this.
He'll get to it, the old cunner, somewhere somehow
there's the miracle meat, the aurora borealis blood,
every last atom compacted to a grave
and the one thing that every man must lose to save.
Well, friends, I'm here to tell you two things today.
First, though this is not, for me, one of those bilious abrading days,
though in fact I stand before you in a rage of faith
and have all good hope that you will all go help
untold souls back into their bodies,
ease the annihilating No above which they float,
the truth is our only savior is failure.
Which brings me to the second thing: that goat.
It was real. It is, as is usually the case, the displacement of agency
that is the lie. It was long ago, Mexico, my demon days:
It was a wager whose stakes I failed to appreciate.
He tottered. He flowered. He writhed time to a fraught quiet,
and kicked occasionally, and lay there twitching, watching me die.
 
",Christian Wiman,"Activities,School & Learning,Religion,Christianity,Faith & Doubt",Activities,Religion
2,"
                    Rite
                ","
Vodu green clinching his waist,
obi purple ringing his neck,
Shango, God of the spirits,
whispering in his ear,
thunderlight stabbing the island
of blood rising from his skull.
Mojo bone in his fist
strikes the sun from his eye.
Iron claw makes his wrist.
He recalls the rites of strength
carved upon his chest.
Black flame, like tongues of glass,
ripples beneath a river of sweat.
Strike the island!
Strike the sun!
Strike the eye of evil!
Strike the guilty one!
No power can stay the mojo
when the obi is purple
and the vodu is green
and Shango is whispering,
Bathe me in blood.
I am not clean.
",Henry Dumas,"Religion,Other Religions,The Spiritual",Religion,Religion
